pvalue,features
5.919593563053553e-18,DVG_4928_4944
5.919593563053553e-18,DVG_4930_4944
5.919593563053553e-18,DVG_4930_5012
5.919593563053553e-18,DVG_4930_5097
8.86446449081227e-16,DVG_4935_4944
5.919593563053553e-18,DVG_4935_5000
5.919593563053553e-18,DVG_4935_7776
5.919593563053553e-18,DVG_4938_4991
5.919593563053553e-18,DVG_4938_5022
5.919593563053553e-18,DVG_4938_6263
2.0582902272640723e-17,DVG_4956_4977
5.919593563053553e-18,DVG_4956_8992
5.919593563053553e-18,DVG_4959_4971
5.919593563053553e-18,DVG_4959_4991
5.919593563053553e-18,DVG_4959_5002
5.919593563053553e-18,DVG_4959_5004
5.919593563053553e-18,DVG_4963_4994
5.919593563053553e-18,DVG_4963_5017
5.919593563053553e-18,DVG_4965_4974
1.4508168256006828e-16,DVG_4965_5012
5.919593563053553e-18,DVG_4965_6126
5.919593563053553e-18,DVG_4965_8480
5.919593563053553e-18,DVG_4978_5004
7.367459752691198e-16,DVG_4980_5002
7.98414083262516e-18,DVG_4980_5004
5.919593563053553e-18,DVG_4980_5052
5.919593563053553e-18,DVG_4983_5147
5.919593563053553e-18,DVG_4983_8992
4.93272945555992e-17,DVG_4993_5015
2.0582902272640723e-17,DVG_4993_5017
7.402688911758689e-16,DVG_4993_5022
5.919593563053553e-18,DVG_5000_10283
5.919593563053553e-18,DVG_5000_7922
5.919593563053553e-18,DVG_5000_8250
5.919593563053553e-18,DVG_5004_5009
5.919593563053553e-18,DVG_5004_5015
5.919593563053553e-18,DVG_5004_8254
5.919593563053553e-18,DVG_5008_7801
5.919593563053553e-18,DVG_5010_5113
5.919593563053553e-18,DVG_5013_5064
5.919593563053553e-18,DVG_502_1017
5.919593563053553e-18,DVG_502_1245
5.919593563053553e-18,DVG_502_536
5.919593563053553e-18,DVG_502_554
5.919593563053553e-18,DVG_502_622
5.919593563053553e-18,DVG_502_688
5.919593563053553e-18,DVG_502_7789
1.3362095289808072e-17,DVG_5032_5107
5.919593563053553e-18,DVG_5032_5113
5.919593563053553e-18,DVG_5032_5900
5.919593563053553e-18,DVG_5032_7699
5.919593563053553e-18,DVG_5032_8736
5.919593563053553e-18,DVG_5034_10283
5.919593563053553e-18,DVG_5034_5087
5.919593563053553e-18,DVG_5034_5103
5.919593563053553e-18,DVG_5034_8928
5.919593563053553e-18,DVG_5044_5358
5.919593563053553e-18,DVG_504_6116
5.919593563053553e-18,DVG_504_860
5.919593563053553e-18,DVG_504_8753
5.919593563053553e-18,DVG_5064_5631
5.919593563053553e-18,DVG_5064_6620
2.803800022304514e-16,DVG_5066_5087
5.919593563053553e-18,DVG_5066_5130
5.919593563053553e-18,DVG_507_686
5.919593563053553e-18,DVG_5081_5312
7.417361639987501e-18,DVG_5088_10283
5.919593563053553e-18,DVG_5088_6903
5.919593563053553e-18,DVG_5088_8438
5.919593563053553e-18,DVG_5091_5097
5.919593563053553e-18,DVG_5091_5103
5.919593563053553e-18,DVG_5091_8023
5.919593563053553e-18,DVG_5091_9237
5.919593563053553e-18,DVG_5091_9411
7.147872813862625e-18,DVG_5097_5103
5.919593563053553e-18,DVG_5097_5111
5.919593563053553e-18,DVG_5097_5130
5.919593563053553e-18,DVG_5097_6093
6.385944840239211e-17,DVG_5097_6126
2.2168620741794678e-17,DVG_5097_7722
5.919593563053553e-18,DVG_509_536
2.2880149262439727e-16,DVG_509_669
5.919593563053553e-18,DVG_5109_5149
5.919593563053553e-18,DVG_5109_5152
5.919593563053553e-18,DVG_5109_6057
5.919593563053553e-18,DVG_5109_7772
5.919593563053553e-18,DVG_5109_8913
5.919593563053553e-18,DVG_5109_9496
5.919593563053553e-18,DVG_5130_5222
6.201630719070859e-18,DVG_5130_5247
2.0582902272640723e-17,DVG_5130_5671
5.919593563053553e-18,DVG_5130_6090
1.3793685873394353e-17,DVG_5130_6144
5.919593563053553e-18,DVG_5130_6620
5.919593563053553e-18,DVG_5130_7776
5.919593563053553e-18,DVG_5130_8383
5.919593563053553e-18,DVG_5130_9655
7.637064781148526e-17,DVG_5136_5152
5.919593563053553e-18,DVG_5139_5161
5.919593563053553e-18,DVG_5142_10308
2.0582902272640723e-17,DVG_5142_5147
1.1929207537810028e-17,DVG_5142_5171
5.919593563053553e-18,DVG_5142_5218
5.919593563053553e-18,DVG_5142_8597
6.729083842872338e-15,DVG_5151_5171
2.2599616582520533e-17,DVG_5151_5228
5.919593563053553e-18,DVG_5151_5243
5.919593563053553e-18,DVG_5151_5377
5.919593563053553e-18,DVG_5151_7699
5.919593563053553e-18,DVG_5151_8316
5.919593563053553e-18,DVG_5154_10101
5.919593563053553e-18,DVG_5154_5161
2.6011809401195677e-17,DVG_5154_5233
5.919593563053553e-18,DVG_5154_5631
5.919593563053553e-18,DVG_5154_5687
5.919593563053553e-18,DVG_5154_7806
5.919593563053553e-18,DVG_5154_8394
5.919593563053553e-18,DVG_5154_8649
5.919593563053553e-18,DVG_5164_10192
5.919593563053553e-18,DVG_5164_10381
5.919593563053553e-18,DVG_5164_5171
4.9154033304493844e-17,DVG_5164_5230
3.141224662742778e-17,DVG_5164_5324
1.5633553104213388e-17,DVG_5164_5623
5.919593563053553e-18,DVG_5164_7741
5.919593563053553e-18,DVG_5164_7873
5.919593563053553e-18,DVG_5164_8428
5.919593563053553e-18,DVG_5166_10139
5.919593563053553e-18,DVG_5166_5186
5.919593563053553e-18,DVG_5166_5233
6.579454149250886e-18,DVG_5166_5643
5.919593563053553e-18,DVG_5166_6126
5.919593563053553e-18,DVG_5166_8493
5.919593563053553e-18,DVG_5202_5271
5.919593563053553e-18,DVG_5205_5271
5.919593563053553e-18,DVG_5205_9178
5.919593563053553e-18,DVG_5221_7614
5.919593563053553e-18,DVG_5223_7999
5.919593563053553e-18,DVG_5238_5247
5.919593563053553e-18,DVG_5238_9132
5.919593563053553e-18,DVG_5256_5271
5.919593563053553e-18,DVG_5256_6302
5.919593563053553e-18,DVG_5256_9037
1.6553329968896826e-17,DVG_5257_8033
1.5747822150137178e-16,DVG_5265_5271
5.919593563053553e-18,DVG_5266_5408
5.919593563053553e-18,DVG_526_548
5.919593563053553e-18,DVG_526_688
5.919593563053553e-18,DVG_526_8775
5.919593563053553e-18,DVG_526_949
5.919593563053553e-18,DVG_526_9530
2.2599616582520533e-17,DVG_5275_10142
5.919593563053553e-18,DVG_5279_10254
5.919593563053553e-18,DVG_5289_6066
5.919593563053553e-18,DVG_528_3201
5.919593563053553e-18,DVG_528_3906
5.919593563053553e-18,DVG_528_554
5.919593563053553e-18,DVG_528_622
5.919593563053553e-18,DVG_528_669
5.919593563053553e-18,DVG_528_676
8.916181807942555e-17,DVG_528_688
5.919593563053553e-18,DVG_528_712
5.919593563053553e-18,DVG_5293_5594
5.919593563053553e-18,DVG_5305_5563
5.919593563053553e-18,DVG_5319_5563
5.919593563053553e-18,DVG_5324_5568
5.919593563053553e-18,DVG_5324_9714
5.919593563053553e-18,DVG_5330_5358
5.919593563053553e-18,DVG_5330_6012
6.216455450009034e-18,DVG_5337_9197
5.919593563053553e-18,DVG_5343_5404
5.919593563053553e-18,DVG_5345_5399
5.919593563053553e-18,DVG_5345_5434
1.6418889958299808e-17,DVG_534_1015
6.326769662706147e-17,DVG_534_619
1.1432796599882254e-17,DVG_534_656
7.147872813862625e-18,DVG_534_674
7.691401944714889e-17,DVG_534_694
1.2559137834313048e-17,DVG_534_730
5.919593563053553e-18,DVG_5358_5512
5.919593563053553e-18,DVG_5358_5563
5.919593563053553e-18,DVG_5367_7512
5.919593563053553e-18,DVG_536_554
1.306870458357511e-16,DVG_536_622
5.919593563053553e-18,DVG_536_669
9.183962009794142e-17,DVG_5376_5488
5.919593563053553e-18,DVG_5376_9154
6.292716952993054e-18,DVG_5380_5418
1.8607090389690436e-17,DVG_538_554
5.919593563053553e-18,DVG_538_625
1.4817137420152125e-17,DVG_538_676
5.919593563053553e-18,DVG_5394_5411
2.3814931845179368e-17,DVG_5398_5407
5.919593563053553e-18,DVG_5398_5681
5.919593563053553e-18,DVG_5400_5418
5.989833604768494e-18,DVG_5400_5631
5.919593563053553e-18,DVG_5418_5471
8.327160224941713e-18,DVG_5418_5748
5.919593563053553e-18,DVG_5418_5943
5.919593563053553e-18,DVG_5430_5436
5.919593563053553e-18,DVG_543_551
5.919593563053553e-18,DVG_543_665
5.919593563053553e-18,DVG_543_680
5.919593563053553e-18,DVG_543_875
5.919593563053553e-18,DVG_5440_5544
6.1303078979340865e-18,DVG_5449_5812
5.919593563053553e-18,DVG_5454_5465
5.919593563053553e-18,DVG_5454_5563
5.919593563053553e-18,DVG_5460_5465
1.5633553104213388e-17,DVG_5460_5563
3.958361317425942e-17,DVG_546_1002
5.919593563053553e-18,DVG_546_1015
5.919593563053553e-18,DVG_546_656
5.919593563053553e-18,DVG_546_730
7.199038897832705e-18,DVG_5476_5505
5.919593563053553e-18,DVG_5482_5504
5.919593563053553e-18,DVG_5492_5512
5.919593563053553e-18,DVG_5497_5631
5.919593563053553e-18,DVG_5497_5793
5.919593563053553e-18,DVG_549_608
5.919593563053553e-18,DVG_549_715
5.919593563053553e-18,DVG_5503_5531
5.919593563053553e-18,DVG_5517_5744
5.919593563053553e-18,DVG_552_1015
5.919593563053553e-18,DVG_552_1885
8.958101336153273e-18,DVG_552_558
2.386948771529969e-17,DVG_552_619
2.3411380202816797e-17,DVG_552_674
5.919593563053553e-18,DVG_5539_5556
5.919593563053553e-18,DVG_5539_5643
2.0181828863393362e-17,DVG_5543_5568
8.75982200742125e-18,DVG_5549_5563
5.919593563053553e-18,DVG_5555_5953
7.336791766782999e-18,DVG_5557_5563
5.919593563053553e-18,DVG_5563_5717
5.919593563053553e-18,DVG_5563_6912
5.919593563053553e-18,DVG_5563_9970
5.919593563053553e-18,DVG_5567_5587
5.919593563053553e-18,DVG_5571_5587
1.4168341615418608e-17,DVG_558_619
2.035836905844688e-17,DVG_558_680
5.919593563053553e-18,DVG_558_730
1.5348705188474627e-17,DVG_558_7806
5.919593563053553e-18,DVG_5593_5613
5.919593563053553e-18,DVG_5595_5615
5.919593563053553e-18,DVG_5595_6650
5.919593563053553e-18,DVG_5600_5615
3.8608805280442027e-13,DVG_5600_5633
9.886503213083802e-18,DVG_5600_5652
5.919593563053553e-18,DVG_5600_5714
5.919593563053553e-18,DVG_5600_5791
5.919593563053553e-18,DVG_5600_6167
4.2875931110912275e-15,DVG_5604_5628
9.288322590032405e-18,DVG_5604_5633
5.919593563053553e-18,DVG_5613_5671
1.0164840390221158e-17,DVG_5626_6682
5.919593563053553e-18,DVG_562_591
5.919593563053553e-18,DVG_562_615
5.919593563053553e-18,DVG_562_629
1.1402013073386093e-17,DVG_562_658
6.008216453111566e-17,DVG_562_688
5.919593563053553e-18,DVG_562_7396
5.919593563053553e-18,DVG_562_962
5.919593563053553e-18,DVG_5631_5887
5.919593563053553e-18,DVG_5631_8007
1.0863823724260104e-17,DVG_5638_5643
5.919593563053553e-18,DVG_5641_5648
5.919593563053553e-18,DVG_5664_5669
5.919593563053553e-18,DVG_5664_5992
5.919593563053553e-18,DVG_5673_6018
5.919593563053553e-18,DVG_567_914
5.919593563053553e-18,DVG_5692_5741
5.919593563053553e-18,DVG_5692_5748
1.256406405882027e-15,DVG_5695_5741
1.3484374918219949e-17,DVG_5695_5748
5.919593563053553e-18,DVG_5695_5793
5.919593563053553e-18,DVG_5699_5937
5.919593563053553e-18,DVG_569_1022
8.490729400809786e-18,DVG_569_658
5.919593563053553e-18,DVG_569_698
3.2141092008760504e-17,DVG_569_732
5.919593563053553e-18,DVG_569_740
5.919593563053553e-18,DVG_569_938
5.919593563053553e-18,DVG_5703_5748
5.919593563053553e-18,DVG_5703_6090
1.339864178363189e-17,DVG_5710_5793
5.919593563053553e-18,DVG_5719_9682
5.919593563053553e-18,DVG_571_2884
1.829829261736806e-16,DVG_571_577
5.919593563053553e-18,DVG_571_615
5.919593563053553e-18,DVG_571_629
5.919593563053553e-18,DVG_571_676
5.919593563053553e-18,DVG_571_691
5.919593563053553e-18,DVG_571_9491
2.3756451830233094e-17,DVG_5722_5730
5.919593563053553e-18,DVG_5722_5874
5.919593563053553e-18,DVG_5729_5744
5.919593563053553e-18,DVG_5729_6116
2.3904179670190164e-17,DVG_5733_5891
5.919593563053553e-18,DVG_5733_5922
5.919593563053553e-18,DVG_5733_6066
5.919593563053553e-18,DVG_5733_6783
5.919593563053553e-18,DVG_5733_7926
2.34340849871424e-16,DVG_5736_5775
5.919593563053553e-18,DVG_5736_6066
5.919593563053553e-18,DVG_5736_8942
1.826225533592933e-16,DVG_5748_5800
5.919593563053553e-18,DVG_5748_7592
2.2599616582520533e-17,DVG_5757_5769
5.919593563053553e-18,DVG_5757_5857
5.919593563053553e-18,DVG_5757_7385
5.919593563053553e-18,DVG_5761_8977
2.3318456387163815e-17,DVG_5763_5775
5.919593563053553e-18,DVG_5763_5815
5.919593563053553e-18,DVG_5775_5791
5.919593563053553e-18,DVG_5775_5884
5.919593563053553e-18,DVG_5776_5852
3.3032479703948877e-16,DVG_5776_5857
5.919593563053553e-18,DVG_5776_5870
8.57264096096785e-18,DVG_5784_5866
5.919593563053553e-18,DVG_5784_6106
5.919593563053553e-18,DVG_5784_6137
5.919593563053553e-18,DVG_5784_7661
5.919593563053553e-18,DVG_5787_5793
2.389022017017272e-17,DVG_5800_5879
5.919593563053553e-18,DVG_5803_5854
5.919593563053553e-18,DVG_5803_6139
5.919593563053553e-18,DVG_5805_5980
1.5633553104213388e-17,DVG_5814_5861
5.919593563053553e-18,DVG_5814_8440
5.919593563053553e-18,DVG_5820_5839
7.657825293987933e-16,DVG_5820_5870
5.919593563053553e-18,DVG_5820_6090
7.021890559592839e-17,DVG_5830_5866
1.1316774882648428e-13,DVG_5830_5879
4.089080338755452e-17,DVG_5830_5884
5.919593563053553e-18,DVG_5830_6041
5.919593563053553e-18,DVG_5830_6100
5.919593563053553e-18,DVG_5830_6131
5.919593563053553e-18,DVG_5830_7396
5.919593563053553e-18,DVG_5830_9094
5.919593563053553e-18,DVG_5837_5971
2.1328728017587936e-17,DVG_5841_5854
2.2599616582520533e-17,DVG_5841_5905
5.919593563053553e-18,DVG_5841_5934
5.919593563053553e-18,DVG_5841_6175
5.919593563053553e-18,DVG_5844_5874
2.506700701426006e-17,DVG_5844_5980
5.919593563053553e-18,DVG_5844_7836
5.919593563053553e-18,DVG_5850_5909
5.919593563053553e-18,DVG_5850_5971
5.919593563053553e-18,DVG_5861_5866
5.919593563053553e-18,DVG_5865_5894
5.919593563053553e-18,DVG_586_3910
5.919593563053553e-18,DVG_586_619
5.919593563053553e-18,DVG_586_650
5.919593563053553e-18,DVG_586_656
5.919593563053553e-18,DVG_586_694
5.919593563053553e-18,DVG_586_848
5.919593563053553e-18,DVG_586_910
2.2599616582520533e-17,DVG_5873_5882
1.0399325414364627e-17,DVG_5873_5953
5.919593563053553e-18,DVG_5873_6116
5.919593563053553e-18,DVG_5875_5882
1.814770571034176e-17,DVG_5875_5973
1.3760593359224416e-11,DVG_5878_5884
5.919593563053553e-18,DVG_5878_5891
5.919593563053553e-18,DVG_5878_5941
5.919593563053553e-18,DVG_5878_9151
5.919593563053553e-18,DVG_5883_5894
5.919593563053553e-18,DVG_5883_5905
5.919593563053553e-18,DVG_589_594
1.9491913910409834e-17,DVG_589_674
3.990448315131364e-17,DVG_5901_5909
2.126382908108825e-17,DVG_5901_5931
5.919593563053553e-18,DVG_5901_6066
5.919593563053553e-18,DVG_5901_6106
1.7786384946972473e-17,DVG_5901_6236
5.919593563053553e-18,DVG_5901_7585
5.919593563053553e-18,DVG_5911_10215
5.919593563053553e-18,DVG_5911_6012
5.919593563053553e-18,DVG_5911_7469
5.919593563053553e-18,DVG_5926_5943
1.6997251333874435e-17,DVG_5926_6009
5.919593563053553e-18,DVG_5926_6018
5.919593563053553e-18,DVG_5929_6009
5.919593563053553e-18,DVG_5929_6012
5.919593563053553e-18,DVG_5933_5939
5.4844126020184866e-17,DVG_5933_5941
5.919593563053553e-18,DVG_5933_5971
5.919593563053553e-18,DVG_5933_6032
2.250111790041119e-16,DVG_5933_6035
5.919593563053553e-18,DVG_5937_5980
5.919593563053553e-18,DVG_5937_5982
5.919593563053553e-18,DVG_5937_6018
5.919593563053553e-18,DVG_5937_6020
5.919593563053553e-18,DVG_5937_6498
5.919593563053553e-18,DVG_5937_7382
5.919593563053553e-18,DVG_5937_8501
5.919593563053553e-18,DVG_5939_5980
3.793496942154733e-17,DVG_5943_5982
5.919593563053553e-18,DVG_5943_6018
5.919593563053553e-18,DVG_5943_6022
5.919593563053553e-18,DVG_5943_6116
5.3587488586066476e-15,DVG_5953_5993
6.272580895341676e-18,DVG_5953_7574
5.919593563053553e-18,DVG_5955_5980
6.875305552370072e-16,DVG_5955_5993
5.919593563053553e-18,DVG_5955_6052
5.919593563053553e-18,DVG_595_4588
5.919593563053553e-18,DVG_595_658
2.2034698546261118e-17,DVG_595_669
5.919593563053553e-18,DVG_595_701
5.919593563053553e-18,DVG_5962_6012
5.919593563053553e-18,DVG_5962_8928
1.2449889311486311e-14,DVG_5965_6022
5.919593563053553e-18,DVG_5965_6116
4.267598157217461e-17,DVG_5972_6012
5.919593563053553e-18,DVG_5972_6022
2.391426796494086e-17,DVG_5972_6052
1.3325907461497858e-16,DVG_5972_6058
5.919593563053553e-18,DVG_5972_6093
5.919593563053553e-18,DVG_5972_9032
2.980861804365083e-17,DVG_5974_5992
2.2599616582520533e-17,DVG_5974_5999
2.1268152919586187e-16,DVG_5974_6007
3.007970061520552e-15,DVG_5974_6014
5.919593563053553e-18,DVG_5974_6088
5.919593563053553e-18,DVG_5974_7703
5.919593563053553e-18,DVG_5974_8917
2.7492002679365898e-14,DVG_5976_6007
2.8884786339604653e-17,DVG_5981_6009
6.014091420694163e-17,DVG_5981_6012
5.919593563053553e-18,DVG_598_610
5.919593563053553e-18,DVG_598_619
4.188901186355901e-17,DVG_598_683
5.919593563053553e-18,DVG_598_860
5.919593563053553e-18,DVG_598_917
5.919593563053553e-18,DVG_5991_8942
2.3840647236062416e-17,DVG_5997_6018
2.0582902272640723e-17,DVG_600_610
5.919593563053553e-18,DVG_600_619
8.57264096096785e-18,DVG_600_642
5.919593563053553e-18,DVG_600_680
5.919593563053553e-18,DVG_6012_10155
6.398055095279232e-18,DVG_6012_6018
3.835102472604925e-17,DVG_6012_6020
5.919593563053553e-18,DVG_6012_6165
2.6764404792276023e-17,DVG_6012_6231
5.919593563053553e-18,DVG_6012_8381
5.919593563053553e-18,DVG_6022_10142
5.919593563053553e-18,DVG_6022_6042
5.919593563053553e-18,DVG_6022_8740
5.919593563053553e-18,DVG_603_5130
5.919593563053553e-18,DVG_603_6189
5.919593563053553e-18,DVG_603_656
5.919593563053553e-18,DVG_603_683
5.919593563053553e-18,DVG_603_696
5.919593563053553e-18,DVG_6044_6066
1.5633553104213388e-17,DVG_6044_6081
2.8560643374302684e-16,DVG_6050_6055
1.1001560380470392e-14,DVG_6050_6066
5.919593563053553e-18,DVG_6050_7588
6.672212528781357e-18,DVG_6058_6066
5.919593563053553e-18,DVG_6058_6100
5.919593563053553e-18,DVG_6066_6072
8.81003269778383e-18,DVG_6066_6081
5.919593563053553e-18,DVG_6066_6203
5.919593563053553e-18,DVG_6066_6604
2.3835424417674756e-17,DVG_6070_6090
5.919593563053553e-18,DVG_6070_8997
5.919593563053553e-18,DVG_6072_6103
1.1214515216758086e-17,DVG_6082_6088
5.919593563053553e-18,DVG_6082_6100
5.919593563053553e-18,DVG_6082_6131
5.919593563053553e-18,DVG_6082_6134
5.919593563053553e-18,DVG_6082_7467
5.919593563053553e-18,DVG_6086_6116
5.919593563053553e-18,DVG_608_631
2.2585489992019352e-17,DVG_608_688
6.7847635536601e-16,DVG_608_985
5.919593563053553e-18,DVG_6091_9895
1.3395043402383497e-14,DVG_6105_6110
1.0913648121276624e-17,DVG_6105_6139
5.0570097030013173e-17,DVG_6105_6181
1.7786384946972473e-17,DVG_6105_6220
5.919593563053553e-18,DVG_6105_6400
5.919593563053553e-18,DVG_6105_9100
9.993406546525053e-17,DVG_6115_6126
5.919593563053553e-18,DVG_6115_8928
3.118315161141738e-15,DVG_6120_6131
5.919593563053553e-18,DVG_6120_6263
1.798203466853719e-17,DVG_6126_6144
5.919593563053553e-18,DVG_6126_6419
7.401849521960294e-18,DVG_6126_7806
5.919593563053553e-18,DVG_613_4418
5.919593563053553e-18,DVG_613_633
5.919593563053553e-18,DVG_613_645
4.734170374344731e-17,DVG_613_674
5.919593563053553e-18,DVG_613_680
5.919593563053553e-18,DVG_613_686
5.919593563053553e-18,DVG_613_826
5.919593563053553e-18,DVG_613_864
1.1017974820196996e-15,DVG_6144_6198
5.919593563053553e-18,DVG_6144_6330
5.919593563053553e-18,DVG_6144_8953
5.919593563053553e-18,DVG_6150_7926
5.919593563053553e-18,DVG_6155_6167
5.919593563053553e-18,DVG_6168_6175
5.919593563053553e-18,DVG_6168_6181
5.919593563053553e-18,DVG_6168_6216
5.919593563053553e-18,DVG_6168_6593
5.919593563053553e-18,DVG_6168_8880
2.2943313435758766e-17,DVG_6171_10254
1.6522044343768846e-17,DVG_6171_6220
5.919593563053553e-18,DVG_6171_6371
3.537001799964085e-17,DVG_6171_8977
2.0582902272640723e-17,DVG_6171_9072
5.919593563053553e-18,DVG_6171_9130
9.282828456403827e-18,DVG_6174_6317
2.2585489992019352e-17,DVG_6181_6203
5.919593563053553e-18,DVG_6181_6216
6.322309339407139e-18,DVG_6181_6481
5.919593563053553e-18,DVG_6181_7699
5.919593563053553e-18,DVG_6181_8986
5.919593563053553e-18,DVG_6181_9148
5.919593563053553e-18,DVG_6181_9991
5.919593563053553e-18,DVG_6183_6198
5.919593563053553e-18,DVG_6183_6383
5.919593563053553e-18,DVG_6188_6210
5.919593563053553e-18,DVG_6188_6679
5.919593563053553e-18,DVG_6188_8928
5.919593563053553e-18,DVG_6192_6200
5.919593563053553e-18,DVG_6192_6291
5.919593563053553e-18,DVG_6203_7385
5.919593563053553e-18,DVG_6203_7551
5.919593563053553e-18,DVG_6206_6216
5.919593563053553e-18,DVG_6206_6256
1.089549646991476e-17,DVG_6206_6277
5.919593563053553e-18,DVG_6206_6629
5.919593563053553e-18,DVG_6206_7568
5.919593563053553e-18,DVG_6206_7590
5.919593563053553e-18,DVG_6206_8907
5.919593563053553e-18,DVG_6206_9137
5.919593563053553e-18,DVG_6206_9145
1.4037536236433148e-17,DVG_6206_9151
5.919593563053553e-18,DVG_6208_6220
5.919593563053553e-18,DVG_6208_7565
5.919593563053553e-18,DVG_6208_7588
5.919593563053553e-18,DVG_6208_8942
5.919593563053553e-18,DVG_6209_6228
5.919593563053553e-18,DVG_6214_8915
5.919593563053553e-18,DVG_6214_8928
4.879499649929238e-14,DVG_6219_6225
5.919593563053553e-18,DVG_6219_6244
1.28428781552116e-17,DVG_6219_6596
5.919593563053553e-18,DVG_6219_6831
5.919593563053553e-18,DVG_6219_7379
5.919593563053553e-18,DVG_6236_10163
5.919593563053553e-18,DVG_6236_6269
5.919593563053553e-18,DVG_6236_6527
5.919593563053553e-18,DVG_6236_6818
5.919593563053553e-18,DVG_6236_7423
5.919593563053553e-18,DVG_6236_7551
5.919593563053553e-18,DVG_6236_8361
5.919593563053553e-18,DVG_6236_8560
5.919593563053553e-18,DVG_6236_9263
7.535229914192632e-18,DVG_6247_6269
5.919593563053553e-18,DVG_6247_8820
1.6500231591015823e-17,DVG_6247_8997
5.919593563053553e-18,DVG_6249_10094
1.2578991823375545e-17,DVG_6249_6277
2.389022017017272e-17,DVG_6249_6604
5.919593563053553e-18,DVG_6249_7232
5.919593563053553e-18,DVG_6249_7568
6.60322401133321e-17,DVG_6249_7606
1.0803690837013827e-16,DVG_6249_7661
5.919593563053553e-18,DVG_6249_7820
5.919593563053553e-18,DVG_6249_9094
5.919593563053553e-18,DVG_6249_9851
4.46432102982168e-16,DVG_6255_6263
5.919593563053553e-18,DVG_6255_6277
5.919593563053553e-18,DVG_6255_6280
1.5844704190457349e-15,DVG_6255_6284
5.919593563053553e-18,DVG_6255_6460
5.919593563053553e-18,DVG_6255_6608
5.919593563053553e-18,DVG_6255_7568
5.919593563053553e-18,DVG_6255_7957
5.919593563053553e-18,DVG_6255_8044
5.919593563053553e-18,DVG_6255_8999
5.919593563053553e-18,DVG_6255_9088
5.919593563053553e-18,DVG_6255_9615
5.919593563053553e-18,DVG_6255_9751
2.2818850877710362e-17,DVG_6261_6269
5.919593563053553e-18,DVG_6261_7553
5.919593563053553e-18,DVG_6261_7581
5.919593563053553e-18,DVG_6261_8300
7.816866714793462e-17,DVG_627_1002
5.919593563053553e-18,DVG_627_10206
6.261398654230878e-18,DVG_627_1338
5.972309667686272e-16,DVG_627_633
5.919593563053553e-18,DVG_627_645
5.919593563053553e-18,DVG_627_656
1.0643336250442257e-17,DVG_627_674
2.3919313766677434e-17,DVG_627_686
5.919593563053553e-18,DVG_627_694
5.919593563053553e-18,DVG_627_696
5.919593563053553e-18,DVG_627_752
5.919593563053553e-18,DVG_627_878
5.919593563053553e-18,DVG_627_935
5.919593563053553e-18,DVG_627_9993
5.919593563053553e-18,DVG_6290_6298
5.919593563053553e-18,DVG_6302_6324
4.3333265904354145e-17,DVG_6302_7512
5.919593563053553e-18,DVG_6302_9970
5.919593563053553e-18,DVG_6305_6371
5.919593563053553e-18,DVG_6305_6484
5.919593563053553e-18,DVG_6305_7585
5.919593563053553e-18,DVG_6305_7792
5.919593563053553e-18,DVG_6305_9115
5.919593563053553e-18,DVG_6310_9108
2.391426796494086e-17,DVG_6312_7522
5.919593563053553e-18,DVG_6320_6330
5.919593563053553e-18,DVG_6323_7906
2.164420808577076e-17,DVG_632_686
5.919593563053553e-18,DVG_6333_6383
5.919593563053553e-18,DVG_6336_7590
5.919593563053553e-18,DVG_6336_9484
5.919593563053553e-18,DVG_6339_6560
5.919593563053553e-18,DVG_6339_7574
2.2599616582520533e-17,DVG_634_701
5.919593563053553e-18,DVG_634_842
5.919593563053553e-18,DVG_6360_6371
5.919593563053553e-18,DVG_6364_6383
5.919593563053553e-18,DVG_6374_6395
5.919593563053553e-18,DVG_6384_7134
5.919593563053553e-18,DVG_6384_9655
5.919593563053553e-18,DVG_638_2339
2.391426796494086e-17,DVG_638_701
5.919593563053553e-18,DVG_638_9632
5.919593563053553e-18,DVG_6390_8928
2.7887864956633294e-17,DVG_640_976
5.919593563053553e-18,DVG_6410_6484
5.919593563053553e-18,DVG_6411_6498
5.919593563053553e-18,DVG_6419_6501
5.919593563053553e-18,DVG_6419_6520
5.919593563053553e-18,DVG_6444_6491
2.1806060861867786e-17,DVG_6444_6525
1.416394266892105e-17,DVG_644_680
5.919593563053553e-18,DVG_6455_6461
2.3608090369926808e-17,DVG_6455_6536
5.919593563053553e-18,DVG_6459_6475
5.919593563053553e-18,DVG_6462_6491
7.963458008588885e-18,DVG_6484_6491
5.919593563053553e-18,DVG_6484_8044
5.919593563053553e-18,DVG_6502_6551
5.919593563053553e-18,DVG_6502_6569
5.919593563053553e-18,DVG_6505_6569
5.919593563053553e-18,DVG_6507_6547
5.919593563053553e-18,DVG_650_676
5.919593563053553e-18,DVG_650_715
5.919593563053553e-18,DVG_650_740
5.919593563053553e-18,DVG_650_964
5.919593563053553e-18,DVG_6511_6578
5.919593563053553e-18,DVG_6526_6536
5.919593563053553e-18,DVG_6526_6547
5.919593563053553e-18,DVG_6526_6563
5.919593563053553e-18,DVG_6528_6573
5.919593563053553e-18,DVG_6528_6668
5.919593563053553e-18,DVG_652_665
5.919593563053553e-18,DVG_652_680
5.919593563053553e-18,DVG_652_860
5.919593563053553e-18,DVG_6536_6676
5.919593563053553e-18,DVG_6540_9877
